Kecamatan;Desa/Kelurahan;TPS;1 PKB;2 Gerindra;3 PDIP;4 Golkar;5 Nasdem;6 Buruh;7 Gelora;8 PKS;9 PKN;10 Hanura;11 Garuda;12 PAN;13 PBB;14 Demokrat;15 PSI;16 Perindo;17 PPP;24 Umat
ADIPALA;PENGGALANG;TPS-003;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008003
ADIPALA;PENGGALANG;TPS-004;5;25;22;4;80;1;1;2;0;0;2;2;0;10;6;12;26;3
ADIPALA;PENGGALANG;TPS-005;4;64;23;3;44;2;0;2;1;0;0;1;1;6;3;32;23;0
ADIPALA;PENGGALANG;TPS-006;5;29;26;5;49;1;1;1;0;0;2;8;0;9;3;14;65;0
ADIPALA;PENGGALANG;TPS-007;0;26;27;10;72;1;0;2;0;0;0;3;0;15;1;11;21;1
ADIPALA;PENGGALANG;TPS-008;5;23;39;1;33;2;0;0;0;0;0;2;0;13;1;37;55;0
ADIPALA;PENGGALANG;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008009
ADIPALA;PENGGALANG;TPS-010;12;29;32;16;30;4;0;6;0;0;0;3;0;28;3;8;65;1
ADIPALA;PENGGALANG;TPS-011;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008011
ADIPALA;PENGGALANG;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008012
ADIPALA;PENGGALANG;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008013
ADIPALA;PENGGALANG;TPS-014;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008014
ADIPALA;PENGGALANG;TPS-015;21;36;16;3;26;0;0;1;0;0;0;8;0;28;3;6;26;1
ADIPALA;PENGGALANG;TPS-016;7;43;13;12;21;2;1;2;0;0;1;17;0;2;0;4;57;1
ADIPALA;PENGGALANG;TPS-017;13;37;33;4;17;2;0;2;0;0;0;3;0;7;2;3;42;0
ADIPALA;PENGGALANG;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008018
ADIPALA;PENGGALANG;TPS-019;20;27;41;9;19;2;0;4;0;0;1;3;0;3;2;4;56;0
ADIPALA;PENGGALANG;TPS-020;20;25;69;7;16;0;5;1;0;1;0;2;0;2;2;8;33;3
ADIPALA;PENGGALANG;TPS-021;11;16;73;6;8;0;1;0;0;0;0;3;0;3;0;1;100;0
ADIPALA;PENGGALANG;TPS-022;11;18;48;5;13;1;3;2;0;0;0;2;0;20;0;11;64;0
ADIPALA;PENGGALANG;TPS-023;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032008/3301032008023
ADIPALA;PENGGALANG;TPS-024;13;11;50;4;0;0;0;0;1;0;0;1;0;3;0;5;95;0
ADIPALA;PENGGALANG;TPS-025;8;27;64;5;7;0;1;3;1;0;0;2;0;10;3;3;17;0
ADIPALA;PENGGALANG;TPS-026;19;10;57;13;6;2;1;1;0;0;0;2;0;4;1;6;50;0
ADIPALA;PENGGALANG;TPS-027;32;22;56;14;5;0;1;0;0;0;0;2;0;4;2;8;28;0
ADIPALA;WELAHAN WETAN;TPS-001;90;17;29;13;4;2;1;10;0;0;0;2;0;5;2;0;3;3
ADIPALA;WELAHAN WETAN;TPS-002;109;22;28;10;2;2;1;4;0;0;2;5;0;5;2;2;10;1
ADIPALA;WELAHAN WETAN;TPS-003;63;14;41;6;11;1;2;5;1;0;0;18;0;5;2;3;8;0
ADIPALA;WELAHAN WETAN;TPS-004;42;13;38;22;7;1;0;13;0;0;0;3;0;10;1;6;25;0
ADIPALA;WELAHAN WETAN;TPS-005;47;21;17;6;5;0;0;11;0;0;0;4;1;6;1;4;51;1
ADIPALA;WELAHAN WETAN;TPS-006;68;10;30;3;1;2;0;3;0;0;0;6;0;4;5;3;34;0
ADIPALA;WELAHAN WETAN;TPS-007;61;20;24;8;1;1;1;5;0;0;0;11;0;1;0;0;28;0
ADIPALA;WELAHAN WETAN;TPS-008;62;10;8;15;1;1;2;6;0;0;0;4;0;13;0;0;55;0
ADIPALA;WELAHAN WETAN;TPS-009;51;8;22;4;3;1;1;15;0;0;0;12;0;8;0;0;59;0
ADIPALA;WELAHAN WETAN;TPS-010;29;10;27;5;5;1;2;5;0;0;0;10;0;9;0;0;67;0
ADIPALA;WELAHAN WETAN;TPS-011;82;7;7;16;3;0;0;1;0;0;0;9;0;11;2;0;41;0
ADIPALA;WELAHAN WETAN;TPS-012;72;15;118;8;1;0;1;3;0;0;0;3;0;9;2;0;69;0
ADIPALA;WELAHAN WETAN;TPS-013;53;16;22;13;4;2;0;7;1;0;0;3;0;12;2;0;34;0
ADIPALA;WELAHAN WETAN;TPS-014;45;25;23;12;5;1;1;6;0;1;2;5;0;18;1;0;58;0
ADIPALA;WELAHAN WETAN;TPS-015;46;30;29;29;2;0;0;8;0;0;0;5;0;17;3;1;23;1
ADIPALA;WELAHAN WETAN;TPS-016;46;27;16;59;2;3;1;8;0;1;2;8;1;25;1;0;17;0
ADIPALA;WELAHAN WETAN;TPS-017;63;29;20;11;5;0;2;21;0;0;1;7;0;9;0;0;39;0
ADIPALA;WELAHAN WETAN;TPS-018;28;31;17;31;5;0;0;13;0;0;0;3;0;19;7;2;31;0
ADIPALA;WELAHAN WETAN;TPS-019;66;21;20;0;0;0;1;6;0;0;0;9;0;4;3;3;37;1
ADIPALA;WELAHAN WETAN;TPS-020;22;40;28;16;3;3;1;12;0;0;0;16;0;20;0;1;34;0
ADIPALA;WELAHAN WETAN;TPS-021;40;52;18;25;2;0;0;11;0;0;2;3;0;23;1;2;38;1
ADIPALA;WELAHAN WETAN;TPS-022;26;37;36;6;2;1;0;6;0;0;0;7;0;8;3;0;89;0
ADIPALA;WELAHAN WETAN;TPS-023;41;41;52;11;4;1;3;2;3;1;0;4;0;15;0;0;19;1
ADIPALA;WLAHAR;TPS-001;8;87;41;3;17;1;5;4;0;0;1;7;0;5;2;9;16;1
ADIPALA;WLAHAR;TPS-002;13;31;53;4;27;1;5;5;1;1;0;10;0;18;1;2;8;1
ADIPALA;WLAHAR;TPS-003;18;64;27;6;19;1;4;1;0;1;0;20;0;4;2;2;27;0
ADIPALA;WLAHAR;TPS-004;17;7;73;8;29;1;2;2;0;0;0;14;2;2;2;4;10;0
ADIPALA;WLAHAR;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330103/3301032007/3301032007005
ADIPALA;WLAHAR;TPS-006;14;21;49;6;29;3;1;5;0;2;1;5;0;5;6;7;29;1
ADIPALA;WLAHAR;TPS-007;3;18;60;1;19;1;2;0;0;0;0;3;0;6;4;7;25;0
ADIPALA;WLAHAR;TPS-008;4;28;36;5;9;1;3;7;0;0;0;0;0;9;0;9;16;0
ADIPALA;WLAHAR;TPS-009;7;12;49;6;22;1;2;3;0;0;0;3;0;6;0;13;28;1
ADIPALA;WLAHAR;TPS-010;2;19;58;7;19;0;2;1;0;0;1;2;0;6;1;10;11;1
ADIPALA;WLAHAR;TPS-011;5;17;59;7;18;0;4;3;0;0;0;2;0;6;2;22;28;0
ADIPALA;WLAHAR;TPS-012;6;45;75;7;6;1;1;5;0;0;1;11;0;1;1;5;42;1
ADIPALA;WLAHAR;TPS-013;6;30;64;26;32;1;1;2;0;0;0;10;0;4;2;5;21;0
ADIPALA;WLAHAR;TPS-014;12;24;53;10;17;3;6;9;0;1;1;3;0;3;2;14;33;1
ADIPALA;WLAHAR;TPS-015;23;20;70;2;4;3;0;4;0;0;0;39;0;3;1;9;45;0
BANTARSARI;BANTARSARI;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002001
BANTARSARI;BANTARSARI;TPS-002;31;34;30;42;3;1;0;7;0;0;1;0;0;2;2;0;2;0
BANTARSARI;BANTARSARI;TPS-003;17;45;47;9;10;2;1;4;0;0;0;2;0;12;1;0;8;0
BANTARSARI;BANTARSARI;TPS-004;30;31;29;39;2;1;1;17;0;0;0;3;0;5;5;0;4;0
BANTARSARI;BANTARSARI;TPS-005;34;42;19;34;6;0;0;26;0;1;0;10;0;2;0;0;15;0
BANTARSARI;BANTARSARI;TPS-006;24;34;21;24;4;0;0;42;0;1;1;7;0;4;3;0;22;1
BANTARSARI;BANTARSARI;TPS-007;24;29;40;29;4;1;2;8;0;0;0;8;0;7;2;0;18;0
BANTARSARI;BANTARSARI;TPS-008;10;32;38;37;20;0;0;7;0;0;0;7;0;16;0;0;5;0
BANTARSARI;BANTARSARI;TPS-009;24;33;46;26;3;3;0;16;0;1;1;6;1;7;1;2;10;0
BANTARSARI;BANTARSARI;TPS-010;16;26;29;14;9;1;0;2;0;0;1;11;0;12;2;0;43;0
BANTARSARI;BANTARSARI;TPS-011;22;29;33;17;6;2;2;2;1;1;2;1;0;17;1;0;25;0
BANTARSARI;BANTARSARI;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002012
BANTARSARI;BANTARSARI;TPS-013;18;18;23;53;17;2;0;4;1;0;0;3;0;5;2;0;2;0
BANTARSARI;BANTARSARI;TPS-014;14;31;25;49;37;1;5;3;0;0;2;2;1;12;2;0;5;2
BANTARSARI;BANTARSARI;TPS-015;23;33;30;27;3;2;1;4;0;1;0;6;0;13;15;0;26;1
BANTARSARI;BANTARSARI;TPS-016;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002016
BANTARSARI;BANTARSARI;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002017
BANTARSARI;BANTARSARI;TPS-018;25;20;44;17;5;1;1;3;0;2;0;3;0;1;3;0;8;0
BANTARSARI;BANTARSARI;TPS-019;20;38;21;8;2;1;0;1;1;0;0;1;0;5;1;2;73;2
BANTARSARI;BANTARSARI;TPS-020;25;16;28;11;3;0;0;1;0;0;0;3;0;1;3;4;69;0
BANTARSARI;BANTARSARI;TPS-021;29;22;4;24;3;0;0;0;2;0;0;3;0;4;3;2;98;1
BANTARSARI;BANTARSARI;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002022
BANTARSARI;BANTARSARI;TPS-023;51;36;18;7;4;0;0;1;0;0;1;5;0;5;1;2;37;1
BANTARSARI;BANTARSARI;TPS-024;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002024
BANTARSARI;BANTARSARI;TPS-025;20;79;23;34;9;2;0;4;1;1;1;5;1;4;0;3;4;1
BANTARSARI;BANTARSARI;TPS-026;86;35;31;11;14;1;0;2;2;0;0;2;0;6;0;1;10;0
BANTARSARI;BANTARSARI;TPS-027;31;28;49;17;29;2;0;1;1;1;1;2;0;18;2;1;8;0
BANTARSARI;BANTARSARI;TPS-028;56;21;25;16;24;0;0;1;1;0;2;2;0;13;0;0;17;0
BANTARSARI;BANTARSARI;TPS-029;59;43;25;22;11;1;3;3;0;0;0;0;1;4;1;3;8;0
BANTARSARI;BANTARSARI;TPS-030;56;32;31;29;7;0;0;2;1;0;1;7;0;3;0;0;7;0
BANTARSARI;BANTARSARI;TPS-031;27;46;59;13;16;0;4;0;0;0;0;3;0;10;3;1;4;0
BANTARSARI;BANTARSARI;TPS-032;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002032
BANTARSARI;BANTARSARI;TPS-033;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202002/3301202002033
BANTARSARI;BANTARSARI;TPS-034;18;36;62;25;13;1;0;3;0;0;0;1;0;3;3;1;12;1
BANTARSARI;BANTARSARI;TPS-035;15;32;90;9;1;0;1;6;1;0;0;2;0;3;8;1;7;1
BANTARSARI;BANTARSARI;TPS-036;4;48;74;23;8;1;0;2;0;0;0;2;0;3;2;0;8;0
BANTARSARI;BANTARSARI;TPS-037;11;18;69;53;12;0;1;0;0;0;1;3;0;3;3;1;4;1
BANTARSARI;BANTARSARI;TPS-038;10;3;41;19;28;2;0;0;0;0;1;1;0;2;1;1;1;1
BANTARSARI;BINANGUN;TPS-001;29;26;23;47;11;0;2;5;2;1;0;7;0;11;2;4;4;0
BANTARSARI;BINANGUN;TPS-002;22;28;28;68;4;1;1;0;0;0;0;3;0;10;5;3;1;0
BANTARSARI;BINANGUN;TPS-003;19;17;23;78;6;0;1;2;0;0;1;6;1;19;2;3;3;1
BANTARSARI;BINANGUN;TPS-004;12;47;36;30;6;0;0;1;2;0;0;5;0;5;4;1;5;0
BANTARSARI;BINANGUN;TPS-005;0;24;61;23;5;1;0;1;1;0;0;7;0;12;2;6;5;2
BANTARSARI;BINANGUN;TPS-006;20;26;46;26;13;2;1;3;0;0;0;3;0;17;4;1;6;0
BANTARSARI;BINANGUN;TPS-007;14;37;24;51;13;2;0;1;0;0;0;3;0;9;2;1;6;0
BANTARSARI;BINANGUN;TPS-008;14;33;42;24;9;0;1;2;2;0;0;2;0;8;0;2;12;0
BANTARSARI;BINANGUN;TPS-009;27;28;44;27;10;0;2;1;0;0;1;14;0;13;0;0;5;0
BANTARSARI;BINANGUN;TPS-010;16;37;37;42;3;0;2;2;0;0;0;3;0;13;1;1;1;1
BANTARSARI;BINANGUN;TPS-011;18;26;51;21;7;0;1;0;1;0;0;0;0;18;1;2;4;1
BANTARSARI;BINANGUN;TPS-012;33;25;35;24;3;0;2;0;1;0;1;4;1;20;4;1;3;0
BANTARSARI;BINANGUN;TPS-013;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202001/3301202001013
BANTARSARI;BINANGUN;TPS-014;12;94;50;22;14;0;4;0;0;0;0;2;0;8;0;0;0;0
BANTARSARI;BINANGUN;TPS-015;9;35;41;26;8;0;0;3;0;1;0;4;0;19;6;11;3;0
BANTARSARI;BINANGUN;TPS-016;10;22;64;39;10;0;1;1;0;0;0;1;0;7;0;1;1;0
BANTARSARI;BINANGUN;TPS-017;7;25;51;19;6;1;1;7;0;0;0;0;0;5;3;4;23;0
BANTARSARI;BINANGUN;TPS-018;10;28;45;31;10;3;1;6;0;0;0;6;0;9;2;16;7;0
BANTARSARI;BINANGUN;TPS-019;6;31;32;42;5;1;1;4;1;0;1;5;1;8;3;9;11;1
BANTARSARI;BINANGUN;TPS-020;23;4;21;47;2;1;1;3;0;0;1;0;0;8;2;8;20;0
BANTARSARI;BINANGUN;TPS-021;14;15;26;17;2;0;1;1;0;0;0;2;0;23;0;1;27;1
BANTARSARI;BINANGUN;TPS-022;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202001/3301202001022
BANTARSARI;BINANGUN;TPS-023;33;5;42;56;1;1;0;0;0;0;0;3;0;21;0;3;11;1
BANTARSARI;BINANGUN;TPS-024;14;12;28;79;2;1;0;1;11;0;0;1;0;6;0;0;6;0
BANTARSARI;BINANGUN;TPS-025;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202001/3301202001025
BANTARSARI;BINANGUN;TPS-026;7;13;30;23;14;0;0;1;5;0;3;8;0;37;0;1;0;0
BANTARSARI;BINANGUN;TPS-027;12;18;52;12;26;1;4;2;7;0;1;6;1;16;4;0;15;0
BANTARSARI;BINANGUN;TPS-028;4;13;22;21;7;1;1;1;0;0;0;1;0;21;0;3;3;0
BANTARSARI;BINANGUN;TPS-029;4;45;25;13;13;1;1;0;1;0;0;2;0;4;0;0;3;0
BANTARSARI;BULAKSARI;TPS-001;28;5;15;13;0;1;0;6;0;1;0;0;0;5;1;0;54;0
BANTARSARI;BULAKSARI;TPS-002;55;12;14;13;3;1;0;3;1;0;1;0;1;3;0;0;73;1
BANTARSARI;BULAKSARI;TPS-003;48;24;14;11;9;0;0;4;1;0;1;0;0;11;0;2;60;1
BANTARSARI;BULAKSARI;TPS-004;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008004
BANTARSARI;BULAKSARI;TPS-005;25;23;39;20;26;0;2;3;1;0;0;1;1;37;0;2;21;0
BANTARSARI;BULAKSARI;TPS-006;25;11;18;11;5;0;0;1;0;0;0;1;0;43;1;0;55;1
BANTARSARI;BULAKSARI;TPS-007;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008007
BANTARSARI;BULAKSARI;TPS-008;67;8;8;10;5;1;0;2;0;0;0;0;0;1;0;1;16;0
BANTARSARI;BULAKSARI;TPS-009;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008009
BANTARSARI;BULAKSARI;TPS-010;60;14;31;10;3;0;0;0;0;0;0;1;0;4;2;1;21;0
BANTARSARI;BULAKSARI;TPS-011;52;11;14;17;6;1;0;4;0;0;1;1;0;1;2;4;23;0
BANTARSARI;BULAKSARI;TPS-012;50;30;13;38;5;2;0;9;0;0;0;2;0;3;1;1;14;1
BANTARSARI;BULAKSARI;TPS-013;50;23;6;45;5;2;0;1;0;0;0;2;0;3;1;1;30;0
BANTARSARI;BULAKSARI;TPS-014;49;13;25;24;4;1;2;5;0;0;0;1;1;6;0;3;19;0
BANTARSARI;BULAKSARI;TPS-015;50;16;20;24;6;1;2;1;0;0;0;2;0;1;0;1;17;1
BANTARSARI;BULAKSARI;TPS-016;54;22;4;28;9;0;0;1;0;0;0;2;0;3;4;0;13;0
BANTARSARI;BULAKSARI;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008017
BANTARSARI;BULAKSARI;TPS-018;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008018
BANTARSARI;BULAKSARI;TPS-019;55;23;12;39;6;1;2;4;0;0;3;6;1;8;0;2;19;0
BANTARSARI;BULAKSARI;TPS-020;81;15;16;4;7;0;0;3;0;1;0;3;0;0;0;0;22;0
BANTARSARI;BULAKSARI;TPS-021;30;21;16;48;5;1;2;3;0;0;0;0;0;4;2;1;26;0
BANTARSARI;BULAKSARI;TPS-022;17;50;27;38;7;3;2;8;0;0;0;4;0;3;2;1;16;0
BANTARSARI;BULAKSARI;TPS-023;47;16;20;41;7;1;0;9;0;0;0;10;0;1;1;2;17;1
BANTARSARI;BULAKSARI;TPS-024;33;31;22;25;21;0;0;3;0;0;1;2;0;5;2;2;15;1
BANTARSARI;BULAKSARI;TPS-025;38;18;37;37;15;1;4;1;0;0;1;0;0;2;2;3;28;0
BANTARSARI;BULAKSARI;TPS-026;11;53;18;7;5;0;0;22;0;0;2;4;0;1;0;3;48;0
BANTARSARI;BULAKSARI;TPS-027;42;21;21;18;5;0;0;0;0;0;1;3;0;5;2;8;32;0
BANTARSARI;BULAKSARI;TPS-028;22;11;12;14;5;0;1;17;1;0;1;3;0;4;2;5;53;2
BANTARSARI;BULAKSARI;TPS-029;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008029
BANTARSARI;BULAKSARI;TPS-030;16;37;49;33;2;1;0;2;0;0;0;7;0;15;0;11;2;1
BANTARSARI;BULAKSARI;TPS-031;4;65;11;10;4;0;1;1;0;0;0;0;0;2;0;2;30;0
BANTARSARI;BULAKSARI;TPS-032;9;37;41;15;3;0;0;1;0;0;0;0;0;3;1;0;16;1
BANTARSARI;BULAKSARI;TPS-033;12;40;19;24;6;0;0;1;0;0;0;3;0;3;0;1;32;0
BANTARSARI;BULAKSARI;TPS-034;35;34;6;13;8;0;1;1;0;0;0;8;0;8;0;1;65;0
BANTARSARI;BULAKSARI;TPS-035;16;13;22;5;9;1;0;4;0;0;0;3;1;2;0;0;76;1
BANTARSARI;BULAKSARI;TPS-036;27;3;9;5;2;0;0;0;0;0;0;2;0;2;2;0;104;0
BANTARSARI;BULAKSARI;TPS-037;10;32;13;17;54;1;1;0;0;0;0;0;0;0;0;0;3;1
BANTARSARI;BULAKSARI;TPS-038;11;17;75;9;4;0;0;0;0;0;0;2;0;2;1;1;9;0
BANTARSARI;BULAKSARI;TPS-039;14;15;67;10;3;0;0;0;0;0;3;0;0;13;0;0;9;0
BANTARSARI;BULAKSARI;TPS-040;10;9;61;22;10;0;1;1;0;0;1;0;0;19;0;0;19;0
BANTARSARI;BULAKSARI;TPS-041;17;20;42;58;2;2;1;1;0;0;0;0;0;8;0;1;18;0
BANTARSARI;BULAKSARI;TPS-042;5;57;15;42;1;0;0;4;0;0;0;1;0;1;0;0;10;0
BANTARSARI;BULAKSARI;TPS-043;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202008/3301202008043
BANTARSARI;BULAKSARI;TPS-044;7;21;16;10;2;0;1;0;0;0;0;2;0;3;1;1;74;0
BANTARSARI;BULAKSARI;TPS-045;19;48;19;11;0;1;1;6;0;0;0;6;0;6;0;2;35;0
BANTARSARI;BULAKSARI;TPS-046;29;69;44;13;3;0;2;0;0;0;0;6;0;3;2;3;12;0
BANTARSARI;BULAKSARI;TPS-047;13;36;20;21;5;1;3;6;0;0;0;11;0;0;1;1;13;0
BANTARSARI;CIKEDONDONG;TPS-001;23;58;83;6;4;1;3;14;0;1;0;1;0;0;1;1;0;1
BANTARSARI;CIKEDONDONG;TPS-002;55;35;70;5;21;2;1;10;0;0;0;0;0;1;0;3;4;1
BANTARSARI;CIKEDONDONG;TPS-003;43;71;26;27;6;0;2;2;0;0;1;0;0;2;2;2;3;0
BANTARSARI;CIKEDONDONG;TPS-004;53;58;19;13;14;1;0;4;0;0;0;0;0;0;0;6;2;0
BANTARSARI;CIKEDONDONG;TPS-005;19;91;33;15;7;0;1;3;0;0;3;0;0;2;1;1;1;1
BANTARSARI;CIKEDONDONG;TPS-006;36;67;43;16;2;0;1;8;0;0;0;0;0;0;2;0;2;0
BANTARSARI;CIKEDONDONG;TPS-007;17;53;73;16;2;0;0;2;0;0;0;0;0;0;2;7;1;0
BANTARSARI;CIKEDONDONG;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202003/3301202003008
BANTARSARI;CITEMBONG;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202005/3301202005001
BANTARSARI;CITEMBONG;TPS-002;16;123;16;7;1;0;0;1;0;0;0;1;0;0;1;1;0;0
BANTARSARI;CITEMBONG;TPS-003;20;125;7;10;2;0;1;0;0;0;0;0;0;0;0;2;1;0
BANTARSARI;CITEMBONG;TPS-004;22;109;25;9;4;0;2;4;0;0;0;0;0;0;1;1;0;0
BANTARSARI;CITEMBONG;TPS-005;11;133;19;7;0;1;1;0;0;0;0;0;0;0;0;1;2;2
BANTARSARI;CITEMBONG;TPS-006;4;110;12;6;1;0;0;1;0;0;0;0;0;0;1;1;0;0
BANTARSARI;CITEMBONG;TPS-007;12;103;20;1;3;0;0;0;0;0;2;0;0;1;0;0;0;1
BANTARSARI;CITEMBONG;TPS-008;12;129;13;7;2;1;0;0;0;0;0;1;0;0;0;0;0;0
BANTARSARI;CITEMBONG;TPS-009;17;71;21;19;1;0;1;0;0;0;3;0;0;0;0;0;0;0
BANTARSARI;KAMULYAN;TPS-001;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006001
BANTARSARI;KAMULYAN;TPS-002;18;15;41;33;18;0;0;3;0;0;0;3;0;2;0;1;25;0
BANTARSARI;KAMULYAN;TPS-003;26;8;37;18;6;0;3;3;1;1;2;2;0;5;1;7;25;0
BANTARSARI;KAMULYAN;TPS-004;21;47;23;17;2;1;1;1;0;1;1;3;0;4;3;4;21;0
BANTARSARI;KAMULYAN;TPS-005;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006005
BANTARSARI;KAMULYAN;TPS-006;20;16;23;39;1;0;2;10;0;1;1;2;1;5;2;3;18;1
BANTARSARI;KAMULYAN;TPS-007;14;17;48;41;5;1;0;4;0;0;2;2;1;5;1;8;16;2
BANTARSARI;KAMULYAN;TPS-008;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006008
BANTARSARI;KAMULYAN;TPS-009;21;29;23;53;2;0;1;4;0;0;0;4;0;11;5;4;9;2
BANTARSARI;KAMULYAN;TPS-010;21;17;48;44;4;0;1;3;0;0;0;2;0;7;2;0;8;0
BANTARSARI;KAMULYAN;TPS-011;32;21;22;85;2;0;2;5;0;0;0;5;0;15;0;1;14;0
BANTARSARI;KAMULYAN;TPS-012;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006012
BANTARSARI;KAMULYAN;TPS-013;9;11;22;129;0;0;0;0;0;0;0;0;0;2;2;1;8;0
BANTARSARI;KAMULYAN;TPS-014;32;15;13;84;1;0;0;1;1;0;0;1;0;0;1;1;18;0
BANTARSARI;KAMULYAN;TPS-015;13;49;27;26;27;1;3;2;0;0;1;2;0;3;5;6;17;0
BANTARSARI;KAMULYAN;TPS-016;11;36;27;13;14;1;1;10;0;0;0;15;0;2;0;4;40;0
BANTARSARI;KAMULYAN;TPS-017;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006017
BANTARSARI;KAMULYAN;TPS-018;68;7;21;22;6;1;2;0;0;0;0;1;0;4;2;1;28;0
BANTARSARI;KAMULYAN;TPS-019;7;18;30;34;0;1;2;2;0;0;1;5;0;4;2;3;40;1
BANTARSARI;KAMULYAN;TPS-020;Data sedang diproses lihat C1 di: https://pemilu2024.kpu.go.id/pilegdprd_prov/hitung-suara/wilayah/33/3301/330120/3301202006/3301202006020
BANTARSARI;KAMULYAN;TPS-021;5;12;23;33;5;0;0;2;0;0;0;2;0;15;2;1;58;0
